name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
jEdit,4.2,bsh.BSHArrayDimensions,5,2,0,10,21,4,2,8,4,0.625,187,0.0,0,0.818181818,0.44,1,1,35.6,1,0.8,0
jEdit,4.2,org.objectweb.asm.Label,4,1,0,5,8,2,4,3,1,1.0,239,0.2,3,0.0,0.5,0,0,56.25,6,3.25,0
jEdit,4.2,org.gjt.sp.jedit.textarea.TextAreaPainter,51,4,0,25,131,927,18,15,48,0.971666667,923,0.13888888900000002,5,0.92816092,0.130718954,3,21,16.39215686,7,1.6078,1
jEdit,4.2,bsh.UtilEvalError,4,3,3,46,12,6,43,4,3,2.0,50,0.0,0,0.894736842,0.625,0,0,11.5,3,1.0,0
jEdit,4.2,org.gjt.sp.jedit.options.BrowserColorsOptionPane,13,6,0,9,56,44,3,9,1,0.7638888890000001,316,1.0,1,0.982378855,0.384615385,4,12,22.84615385,5,1.2308,0
jEdit,4.2,org.gjt.sp.jedit.syntax.SyntaxStyle,6,1,0,14,7,7,14,0,6,0.8,38,1.0,0,0.0,0.375,0,0,4.666666667,1,0.8333,0
jEdit,4.2,org.gjt.sp.jedit.options.GutterOptionPane,3,6,0,4,30,1,0,4,3,0.5,335,1.0,10,0.9970193740000001,1.0,2,4,105.66666670000001,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.ServiceManager,11,1,0,11,54,0,5,8,8,0.7,302,0.333333333,0,0.0,0.2,0,0,26.18181818,10,2.0909,0
jEdit,4.2,gnu.regexp.REFilterInputStream,5,3,0,4,18,8,0,4,5,0.375,176,1.0,2,0.818181818,0.36666666700000006,2,3,33.0,7,2.6,0
jEdit,4.2,org.gjt.sp.jedit.gui.RolloverButton,9,6,1,17,34,26,15,3,8,0.708333333,142,1.0,0,0.9921875,0.375,3,15,14.44444444,3,1.2222,0
jEdit,4.2,org.gjt.sp.jedit.BeanShellAction,7,3,0,12,23,5,2,10,7,0.833333333,191,1.0,2,0.727272727,0.314285714,2,2,25.14285714,6,1.7143,0
jEdit,4.2,bsh.BshMethod,15,1,1,28,47,69,12,19,10,0.635714286,523,0.7,3,0.0,0.195833333,0,0,33.2,3,0.9333,0
jEdit,4.2,org.gjt.sp.jedit.jEdit,130,1,0,258,450,7403,223,79,91,0.9272921679999999,5494,0.9655172409999999,10,0.0,0.051550387999999996,0,0,41.03846154,71,4.0,6
jEdit,4.2,bsh.BSHVariableDeclarator,3,2,0,11,14,3,3,8,2,1.0,61,0.0,0,0.9,0.46666666700000003,1,3,19.0,1,0.6667,0
jEdit,4.2,org.gjt.sp.util.WorkThreadProgressListener,2,1,0,6,2,1,6,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.2,org.objectweb.asm.Edge,1,1,0,2,2,0,2,1,0,2.0,8,0.0,3,0.0,1.0,0,0,3.0,0,0.0,0
jEdit,4.2,org.gjt.sp.jedit.search.HyperSearchRequest,9,2,0,20,52,16,4,20,2,0.770833333,398,1.0,4,0.428571429,0.24691358,0,0,42.55555556,7,2.2222,6
jEdit,4.2,org.gjt.sp.jedit.msg.BufferUpdate,6,2,0,9,14,5,8,3,5,0.933333333,86,0.166666667,1,0.428571429,0.4,1,1,11.33333333,1,0.6667,0
jEdit,4.2,bsh.CommandLineReader,4,3,0,1,8,4,1,0,4,1.0,82,0.0,0,0.857142857,0.35,2,2,18.5,1,0.75,0
jEdit,4.2,bsh.BshIterator,2,1,0,5,2,1,5,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.2,org.gjt.sp.jedit.PluginJAR,32,1,1,40,161,236,27,26,17,0.806451613,1927,0.882352941,4,0.0,0.192708333,0,0,58.6875,18,3.5,2
jEdit,4.2,org.gjt.sp.jedit.menu.RecentFilesProvider,3,1,0,12,31,3,2,12,3,2.0,153,0.0,0,0.0,0.666666667,0,0,50.0,10,3.6667,0
jEdit,4.2,bsh.Token,3,1,0,4,4,3,4,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
jEdit,4.2,bsh.BSHReturnStatement,2,2,0,9,7,1,1,8,1,1.0,29,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.options.ViewOptionPane,10,6,0,4,34,21,1,4,1,0.848484848,313,1.0,0,0.9867256640000001,0.5,3,5,29.2,5,1.6,0
jEdit,4.2,gnu.regexp.CharIndexedCharArray,4,1,0,2,5,0,1,1,3,0.0,59,1.0,0,0.0,0.666666667,0,0,13.25,3,1.75,0
jEdit,4.2,gnu.regexp.REMatch,14,1,0,20,27,0,19,1,10,0.653846154,386,0.125,1,0.0,0.342857143,0,0,26.0,6,2.3571,0
jEdit,4.2,org.objectweb.asm.CodeWriter,32,1,0,6,53,0,2,6,17,0.853046595,2884,0.9259259259999999,13,0.0,0.204301075,0,0,88.28125,40,6.5,0
jEdit,4.2,org.gjt.sp.jedit.syntax.DisplayTokenHandler,8,2,0,8,19,10,2,6,4,0.7662337659999999,379,0.9090909090000001,2,0.533333333,0.295454545,1,3,45.0,11,3.75,0
jEdit,4.2,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable,16,5,0,18,120,88,8,13,12,0.813333333,873,0.8,2,0.982618772,0.171875,3,12,53.25,29,4.75,1
jEdit,4.2,org.gjt.sp.jedit.gui.ViewRegisters,6,7,0,8,47,9,3,8,3,0.8,300,1.0,0,0.992435703,0.38888888899999996,0,0,48.5,1,0.8333,0
jEdit,4.2,org.gjt.sp.jedit.browser.BrowserCommandsMenu,6,5,0,16,50,1,6,11,2,0.55,546,1.0,1,0.993055556,0.3,0,0,89.33333333,5,1.8333,0
jEdit,4.2,org.gjt.sp.jedit.Autosave,4,1,0,4,16,4,1,4,3,0.666666667,67,1.0,0,0.0,0.333333333,0,0,15.5,4,2.5,0
jEdit,4.2,org.gjt.sp.jedit.msg.DynamicMenuChanged,3,2,0,7,8,0,5,2,3,0.0,29,1.0,0,0.6,0.666666667,1,1,8.333333332999999,1,0.6667,0
jEdit,4.2,bsh.ClassPathException,1,4,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
jEdit,4.2,bsh.BSHSwitchLabel,2,2,0,7,5,1,2,5,2,1.0,22,0.0,0,0.947368421,0.625,1,1,9.5,1,0.5,0
jEdit,4.2,com.microstar.xml.XmlException,5,3,0,11,6,2,11,0,5,0.75,36,1.0,0,0.80952381,0.46666666700000003,1,1,5.4,1,0.8,0
jEdit,4.2,bsh.BSHPrimarySuffix,6,2,0,20,44,15,2,18,1,1.114285714,372,0.0,0,0.7826086959999999,0.6190476189999999,0,0,59.83333333,1,0.8333,0
jEdit,4.2,org.gjt.sp.jedit.gui.ErrorListCellRenderer,4,4,0,2,25,0,1,1,3,0.444444444,197,1.0,0,0.995377504,0.375,1,3,46.75,2,1.25,0
jEdit,4.2,org.gjt.sp.jedit.Macros,26,1,0,19,101,271,5,16,21,0.8685714290000001,787,0.857142857,1,0.0,0.14800000000000002,0,0,29.0,10,2.5,0
jEdit,4.2,org.gjt.sp.jedit.syntax.TokenMarker,12,1,0,14,59,18,5,9,6,0.7412587409999999,1572,1.0,4,0.0,0.1875,0,0,128.9166667,45,9.3333,4
jEdit,4.2,org.gjt.sp.jedit.textarea.TextAreaExtension,5,1,7,11,6,10,11,0,5,2.0,54,0.0,0,0.0,0.65,0,0,9.8,3,1.2,0
jEdit,4.2,org.gjt.sp.jedit.help.HelpViewer,20,6,0,20,107,142,12,16,8,0.8229665070000001,569,1.0,1,0.974320242,0.21666666699999998,1,1,26.9,8,1.45,1
jEdit,4.2,bsh.BSHIfStatement,3,2,0,11,10,3,4,7,2,2.0,81,0.0,0,0.9,0.533333333,1,1,26.0,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.gui.VariableGridLayout,16,1,0,3,35,100,3,0,14,0.653333333,679,0.8,0,0.0,0.34375,0,0,40.8125,13,2.5,0
jEdit,4.2,bsh.BSHArrayInitializer,4,2,0,11,25,6,3,8,2,2.0,208,0.0,0,0.857142857,0.625,1,1,51.0,1,0.75,0
jEdit,4.2,org.gjt.sp.jedit.buffer.DummyFoldHandler,2,2,0,3,3,1,2,2,2,2.0,8,0.0,0,0.8888888890000001,0.625,0,0,3.0,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.buffer.RootElement,11,1,0,2,16,35,1,2,11,0.6,52,1.0,1,0.0,0.424242424,0,0,3.6363636360000005,1,0.9091,0
jEdit,4.2,org.gjt.sp.jedit.buffer.IndentFoldHandler,2,2,0,5,6,1,3,2,2,2.0,65,0.0,0,0.8888888890000001,0.625,0,0,31.5,7,3.5,0
jEdit,4.2,org.gjt.sp.jedit.textarea.ChunkCache,26,1,0,20,65,73,9,13,0,0.675555556,1311,1.0,4,0.0,0.274038462,0,0,49.07692308,29,3.9615,1
jEdit,4.2,org.gjt.sp.util.IntegerArray,8,1,0,4,10,4,4,0,8,0.5,75,1.0,0,0.0,0.75,0,0,8.125,2,0.875,0
jEdit,4.2,org.gjt.sp.jedit.options.StyleTableModel,8,2,0,10,26,0,2,8,6,0.28571428600000004,153,1.0,0,0.695652174,0.40625,1,2,18.0,4,1.875,0
jEdit,4.2,org.gjt.sp.jedit.options.TextAreaOptionPane,5,6,0,5,33,0,1,5,3,0.7236842109999999,431,1.0,10,0.994056464,0.5,3,5,81.4,2,1.2,0
jEdit,4.2,org.gjt.sp.jedit.syntax.KeywordMap,12,1,0,7,28,16,6,2,10,0.545454545,258,1.0,1,0.0,0.270833333,0,0,20.16666667,5,1.8333,0
jEdit,4.2,org.gjt.sp.jedit.PropertyManager,16,1,0,1,34,4,1,0,2,0.5166666670000001,259,1.0,0,0.0,0.3875,0,0,14.9375,5,1.5625,0
jEdit,4.2,org.gjt.sp.jedit.textarea.JEditTextArea,259,4,0,83,522,16973,68,38,214,0.919835118,9932,0.666666667,10,0.715393134,0.072057787,3,18,37.1042471,30,3.6873,9
jEdit,4.2,bsh.BSHFormalParameters,5,2,0,11,10,2,5,6,3,0.625,128,0.25,0,0.818181818,0.44,1,1,23.8,3,1.6,0
jEdit,4.2,org.gjt.sp.jedit.pluginmgr.PluginManager,20,6,0,21,65,146,13,16,7,0.861244019,352,1.0,5,0.971385542,0.19166666699999999,1,1,16.05,5,1.4,2
jEdit,4.2,org.gjt.sp.jedit.Java14,6,1,0,16,35,9,2,16,4,0.95,162,0.0,0,0.0,0.19047619,0,0,25.33333333,5,2.1667,0
jEdit,4.2,org.gjt.sp.jedit.options.AbbrevsOptionPane,16,6,0,14,95,80,4,14,1,0.791666667,559,1.0,1,0.978070175,0.3125,4,13,33.4375,5,1.625,0
jEdit,4.2,org.gjt.sp.util.SegmentBuffer,4,2,0,2,6,0,2,0,3,2.0,83,0.0,0,0.842105263,0.5625,1,11,19.75,3,1.25,0
jEdit,4.2,org.gjt.sp.jedit.textarea.DisplayManager,42,1,0,22,105,325,13,17,14,0.75,2076,0.625,6,0.0,0.201219512,0,0,48.04761905,23,4.3333,2
jEdit,4.2,org.gjt.sp.jedit.msg.EditPaneUpdate,5,2,0,5,13,4,3,3,4,0.875,52,0.25,0,0.5,0.5,1,1,8.6,1,0.6,0
jEdit,4.2,org.gjt.sp.jedit.search.AllBufferSet,4,2,0,7,20,0,1,6,3,0.0,79,1.0,0,0.7,0.5,1,1,18.5,3,1.25,1
jEdit,4.2,org.gjt.sp.jedit.menu.MacrosProvider,4,1,0,6,25,6,0,6,3,2.0,124,0.0,0,0.0,0.5,0,0,30.0,6,2.25,0
jEdit,4.2,org.gjt.sp.jedit.syntax.TokenHandler,2,1,0,8,2,1,7,1,2,2.0,2,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0
jEdit,4.2,org.gjt.sp.jedit.pluginmgr.PluginManagerProgress,12,6,0,12,42,44,10,9,3,0.883116883,211,1.0,1,0.9833836859999999,0.236111111,0,0,16.0,2,1.0,0
jEdit,4.2,bsh.LHS,9,1,0,20,43,0,12,11,3,0.798076923,466,0.0,1,0.0,0.365079365,0,0,49.33333333,4,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.gui.AddAbbrevDialog,5,6,0,7,34,2,3,6,1,0.8,203,1.0,2,0.99389313,0.35,0,0,38.6,1,0.8,0
jEdit,4.2,bsh.BSHFormalParameter,4,2,0,9,9,4,3,6,2,1.0,47,0.0,0,0.9,0.6,1,1,10.0,2,0.75,0
jEdit,4.2,org.gjt.sp.jedit.options.AppearanceOptionPane,5,6,0,7,46,4,1,7,1,0.568181818,395,1.0,2,0.994056464,0.5,2,4,75.8,6,3.2,0
jEdit,4.2,bsh.BSHFormalComment,1,2,0,2,2,0,1,1,1,2.0,6,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
jEdit,4.2,bsh.commands.dir,5,1,0,3,32,8,0,3,4,0.5,300,0.0,0,0.0,0.375,0,0,58.8,11,2.6,0
jEdit,4.2,org.gjt.sp.jedit.OptionGroup,13,1,0,7,33,26,5,2,12,0.604166667,261,1.0,0,0.0,0.252747253,0,0,18.76923077,7,1.4615,0
jEdit,4.2,gnu.regexp.REException,4,3,0,9,13,0,9,1,3,1.222222222,71,0.133333333,0,0.85,0.5,1,1,13.0,1,0.75,0
jEdit,4.2,org.gjt.sp.jedit.pluginmgr.MirrorListHandler,12,2,0,4,29,40,1,4,8,0.8383838379999999,216,1.0,2,0.541666667,0.319444444,1,2,16.25,5,1.9167,0
jEdit,4.2,bsh.BSHStatementExpressionList,2,2,0,7,6,1,1,6,1,2.0,28,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.search.HyperSearchResult,9,1,0,14,29,0,7,9,4,0.708333333,180,0.0,2,0.0,0.333333333,0,0,18.33333333,3,1.6667,0
jEdit,4.2,org.gjt.sp.jedit.gui.LogViewer,11,5,0,12,55,21,4,11,5,0.75,231,1.0,0,0.984917044,0.295454545,3,12,19.63636364,2,1.0909,0
jEdit,4.2,bsh.BSHAssignment,3,2,0,12,20,3,1,11,1,1.0,294,0.0,0,0.9,0.533333333,1,1,96.66666667,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.gui.BeanShellErrorDialog,2,8,0,5,3,1,3,2,2,2.0,13,0.0,0,1.0,0.75,0,0,5.5,0,0.0,0
jEdit,4.2,org.gjt.sp.jedit.ActionSet,21,1,0,17,67,4,10,11,19,0.764285714,492,0.857142857,2,0.0,0.19375,0,0,22.095238100000003,6,1.7143,0
jEdit,4.2,org.gjt.sp.jedit.options.ToolBarEditDialog,14,7,0,14,95,51,2,13,4,0.7820512820000001,773,1.0,0,0.980568012,0.214285714,0,0,53.35714286,6,1.7857,0
jEdit,4.2,bsh.BSHForStatement,2,2,0,12,10,1,1,11,1,1.125,136,0.625,4,0.947368421,0.625,1,1,63.0,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.help.HelpSearchPanel,6,5,0,10,29,5,5,9,1,0.7,139,1.0,3,0.992401216,0.38888888899999996,0,0,21.5,2,1.0,0
jEdit,4.2,org.gjt.sp.jedit.gui.IOProgressMonitor,6,5,0,9,29,5,5,6,3,0.666666667,141,1.0,2,0.992401216,0.5,1,7,22.0,1,0.8333,0
jEdit,4.2,bsh.BlockNameSpace,10,2,0,11,24,45,4,7,7,2.0,99,0.0,0,0.842105263,0.32857142899999997,0,0,8.9,2,1.1,0
jEdit,4.2,org.gjt.sp.jedit.gui.InputHandler,19,1,1,20,58,93,11,13,17,0.75,451,1.0,2,0.0,0.240601504,0,0,22.42105263,13,2.3158,0
jEdit,4.2,bsh.Parser,351,1,0,51,443,41713,1,51,88,0.6028571429999999,12200,0.538461538,8,0.0,0.126305793,0,0,33.72079772,18,2.8091,0
jEdit,4.2,bsh.CallStack,13,1,0,57,28,0,56,2,13,0.0,161,1.0,0,0.0,0.487179487,0,0,11.30769231,2,1.0769,0
jEdit,4.2,org.gjt.sp.jedit.search.HyperSearchResults,25,5,0,29,87,192,15,22,10,0.8472222220000001,497,0.8888888890000001,3,0.964549483,0.146666667,3,12,18.52,6,1.6,2
jEdit,4.2,org.gjt.sp.jedit.options.GlobalOptions,6,8,0,7,14,15,3,4,4,1.0,147,1.0,2,0.997028232,0.5,1,2,23.16666667,1,0.3333,0
jEdit,4.2,com.microstar.xml.HandlerBase,14,1,12,14,16,91,12,2,14,2.0,38,0.0,0,0.0,0.41428571399999997,0,0,1.714285714,1,0.9286,0
jEdit,4.2,bsh.ParseException,11,4,0,6,23,23,2,4,10,0.533333333,494,0.333333333,1,0.764705882,0.272727273,2,4,43.36363636,14,3.2727,0
jEdit,4.2,org.gjt.sp.jedit.gui.TipOfTheDay,8,7,0,6,60,20,2,6,3,0.8,294,1.0,0,0.9894419309999999,0.375,2,5,35.125,5,1.375,0
jEdit,4.2,bsh.JThis,86,2,0,9,97,3649,0,9,84,2.0,709,0.0,0,0.10526315800000001,0.05620155,0,0,7.244186047,3,1.0233,0
jEdit,4.2,org.gjt.sp.jedit.msg.EditorExitRequested,2,2,0,4,4,1,1,3,2,2.0,10,0.0,0,0.75,0.75,0,0,4.0,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.browser.BrowserIORequest,7,2,0,10,30,0,2,9,2,0.621212121,617,0.636363636,2,0.5,0.265306122,0,0,85.57142857,9,3.7143,0
jEdit,4.2,org.gjt.sp.jedit.buffer.BufferIORequest,13,2,0,14,124,8,3,14,3,0.943333333,1749,0.28,3,0.333333333,0.171597633,0,0,131.6153846,22,4.2308,0
jEdit,4.2,org.gjt.sp.jedit.gui.ColorWellButton,3,6,0,8,14,3,6,3,3,2.0,46,0.0,0,0.997382199,0.833333333,0,0,14.33333333,1,0.6667,0
jEdit,4.2,bsh.BSHArguments,2,2,0,11,11,1,5,6,1,2.0,53,0.0,0,0.947368421,0.625,0,0,25.5,1,0.5,0
jEdit,4.2,org.gjt.sp.jedit.textarea.ScrollListener,2,1,0,3,2,1,3,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.2,gnu.regexp.CharIndexedInputStream,5,1,0,3,12,0,2,1,3,0.53125,254,1.0,0,0.0,0.6,0,0,48.2,10,3.8,0
jEdit,4.2,org.gjt.sp.jedit.msg.VFSUpdate,3,2,0,6,9,0,4,2,3,0.0,36,1.0,0,0.6,0.666666667,1,1,10.66666667,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.ModeCatalogHandler,6,2,0,5,25,3,1,5,4,0.771428571,215,0.857142857,0,0.7222222220000001,0.7222222220000001,1,3,33.66666667,7,3.0,0
jEdit,4.2,bsh.reflect.ReflectManagerImpl,2,2,0,1,4,1,0,1,2,2.0,16,0.0,0,0.75,0.75,1,1,7.0,2,1.0,0
jEdit,4.2,org.gjt.sp.util.CharIndexedSegment,6,1,0,4,7,0,3,1,6,0.133333333,118,1.0,0,0.0,0.5,0,0,18.16666667,4,2.0,0
jEdit,4.2,gnu.regexp.RETokenStart,3,2,0,4,9,1,1,3,0,0.5,106,1.0,0,0.7777777779999999,0.444444444,1,2,34.0,11,4.0,0
jEdit,4.2,bsh.This,11,1,2,20,37,29,12,13,8,0.45,353,0.0,2,0.0,0.214876033,0,0,30.90909091,7,1.6364,0
jEdit,4.2,bsh.BSHTypedVariableDeclaration,6,2,0,14,16,15,3,11,2,1.0,113,0.0,1,0.7826086959999999,0.46666666700000003,0,0,17.66666667,2,1.0,0
jEdit,4.2,org.gjt.sp.jedit.EditAction,13,1,5,26,20,48,24,3,13,0.583333333,71,1.0,0,0.0,0.307692308,0,0,4.384615385,1,0.9231,0
jEdit,4.2,bsh.ReturnControl,1,1,0,12,2,0,10,2,1,2.0,16,0.0,1,0.0,1.0,0,0,12.0,0,0.0,0
jEdit,4.2,bsh.ParserConstants,1,1,0,13,1,0,13,0,0,2.0,672,0.0,0,0.0,0.0,0,0,540.0,0,0.0,0
jEdit,4.2,org.gjt.sp.jedit.options.FirewallOptionPane,12,6,0,3,31,28,1,3,3,0.818181818,269,1.0,0,0.983823529,0.5,2,4,20.66666667,1,0.9167,0
jEdit,4.2,org.gjt.sp.jedit.View,64,6,0,154,268,1652,134,46,46,0.9592999590000001,2220,0.487179487,10,0.9110169490000001,0.07734375,2,9,33.078125,36,3.1406,10
jEdit,4.2,gnu.regexp.RETokenWordBoundary,3,2,0,4,8,0,1,3,0,0.75,151,0.5,0,0.7777777779999999,0.444444444,1,2,48.0,18,7.3333,0
jEdit,4.2,org.gjt.sp.jedit.buffer.LineManager,21,1,0,8,32,18,4,4,19,0.825,841,1.0,1,0.0,0.380952381,0,0,38.47619048,17,3.2857,0
jEdit,4.2,org.gjt.sp.jedit.browser.VFSFileNameField,8,7,0,15,57,8,4,12,3,0.28571428600000004,429,1.0,1,0.9913899140000001,0.3,4,11,52.5,36,6.125,0
jEdit,4.2,bsh.StringUtil,6,1,0,5,26,15,5,1,6,2.0,193,0.0,0,0.0,0.233333333,0,0,31.16666667,5,2.3333,0
jEdit,4.2,bsh.Name,20,1,0,23,79,102,7,19,8,0.771929825,1578,0.5555555560000001,1,0.0,0.252631579,0,0,77.45,5,1.8,0
jEdit,4.2,org.gjt.sp.util.WorkRequest,5,1,5,6,11,10,5,1,5,2.0,48,0.0,0,0.0,0.45,0,0,8.6,2,1.6,0
jEdit,4.2,org.gjt.sp.jedit.menu.PluginsProvider,4,1,0,6,37,6,0,6,3,2.0,326,0.0,0,0.0,0.4375,0,0,80.5,19,5.75,0
jEdit,4.2,bsh.BSHClassDeclaration,3,2,0,12,16,1,3,10,2,1.0,123,0.0,1,0.9,0.5,1,2,38.0,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.browser.BrowserListener,2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.2,bsh.Primitive,46,1,0,44,89,869,39,7,29,0.898412698,2089,0.071428571,2,0.0,0.08444444400000001,1,1,44.10869565,14,2.5869999999999997,0
jEdit,4.2,bsh.Reflect,32,1,0,25,114,496,16,17,14,2.0,1517,0.0,0,0.0,0.16796875,0,0,46.40625,7,1.5313,0
jEdit,4.2,org.gjt.sp.util.WorkThreadPool,21,1,0,15,49,82,14,5,9,0.85625,658,0.6875,5,0.0,0.16931216899999998,0,0,29.57142857,14,3.1905,0
jEdit,4.2,org.gjt.sp.jedit.gui.EnhancedDialog,5,6,18,21,16,10,21,3,4,0.5,56,1.0,1,0.9954128440000001,0.44,0,0,10.0,1,0.6,0
jEdit,4.2,org.gjt.sp.jedit.io.UrlVFS,4,2,0,4,17,6,2,3,4,2.0,86,0.0,0,0.9285714290000001,0.6,1,1,20.5,2,1.0,0
jEdit,4.2,org.gjt.sp.jedit.AbstractOptionPane,15,5,21,24,33,71,22,2,13,0.6964285709999999,437,1.0,0,0.979010495,0.46666666700000003,0,0,27.86666667,2,1.1333,0
jEdit,4.2,bsh.BSHPrimitiveType,2,2,0,4,3,1,3,1,1,1.0,10,0.0,0,0.947368421,0.75,0,0,3.5,1,0.5,0
jEdit,4.2,gnu.regexp.UncheckedRE,3,3,0,3,7,3,0,3,3,2.0,33,0.0,0,1.0,0.75,0,0,10.0,0,0.0,0
jEdit,4.2,org.gjt.sp.jedit.search.BufferListSet,8,1,2,8,14,8,2,6,7,0.428571429,175,1.0,0,0.0,0.4375,0,0,20.75,11,3.125,0
jEdit,4.2,org.gjt.sp.jedit.gui.FontSelector,8,6,0,9,25,16,8,2,5,0.28571428600000004,105,1.0,0,0.9921875,0.35,1,2,12.0,2,1.0,0
jEdit,4.2,bsh.ParserTreeConstants,1,1,0,2,1,0,2,0,0,2.0,196,0.0,0,0.0,0.0,0,0,156.0,0,0.0,0
jEdit,4.2,org.gjt.sp.jedit.Buffer,164,1,0,138,378,12328,109,49,126,0.94432226,5866,0.679245283,11,0.0,0.08271474,0,0,34.44512195,57,3.4817,7
jEdit,4.2,org.gjt.sp.jedit.gui.BufferOptions,12,7,0,13,69,32,2,12,3,0.872727273,692,1.0,3,0.983508246,0.291666667,1,1,55.41666667,8,1.5,0
jEdit,4.2,org.gjt.sp.jedit.proto.jeditresource.Handler,2,2,0,1,5,1,0,1,2,2.0,14,0.0,0,0.923076923,0.75,0,0,6.0,1,0.5,0
jEdit,4.2,gnu.regexp.RETokenRepeated,7,2,0,4,21,0,1,3,0,0.541666667,299,1.0,1,0.538461538,0.333333333,1,3,41.14285714,16,4.7143,0
jEdit,4.2,gnu.regexp.RETokenOneOf,5,2,0,5,22,0,1,4,0,0.125,206,1.0,0,0.7,0.35,1,3,39.8,11,4.0,0
jEdit,4.2,gnu.regexp.CharIndexedString,4,1,0,2,7,0,1,1,3,0.222222222,62,1.0,0,0.0,0.666666667,0,0,13.75,3,1.75,0
jEdit,4.2,org.gjt.sp.jedit.gui.DockableWindowContainer,5,1,0,7,5,10,7,1,5,2.0,5,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,4.2,org.gjt.sp.jedit.EditPlugin,10,1,3,20,22,43,14,9,10,0.8888888890000001,164,0.0,1,0.0,0.4,0,0,15.3,5,1.6,0
jEdit,4.2,org.gjt.sp.jedit.gui.ActionBar,17,5,0,21,76,76,10,17,3,0.7857142859999999,496,1.0,5,0.97754491,0.20535714300000002,2,5,27.76470588,11,2.0,0
jEdit,4.2,org.gjt.sp.jedit.browser.VFSBrowser,61,5,0,65,218,1430,36,46,34,0.943421053,1885,0.552631579,8,0.918424754,0.128787879,3,12,29.27868852,22,2.4262,1
jEdit,4.2,bsh.EvalError,12,3,2,56,25,14,55,3,9,0.606060606,216,0.0,2,0.607142857,0.39583333299999995,1,2,16.75,3,1.6667,0
jEdit,4.2,org.gjt.sp.jedit.options.BrowserColorsModel,14,2,0,5,39,19,3,2,9,0.794871795,306,0.333333333,0,0.551724138,0.41071428600000004,1,2,20.64285714,6,1.9286,0
jEdit,4.2,bsh.Interpreter,58,1,0,71,166,1341,58,23,45,0.804385965,1720,0.2,5,0.0,0.117647059,0,0,28.31034483,34,1.6552,0
jEdit,4.2,org.gjt.sp.jedit.JARClassLoader,15,2,0,9,59,7,7,3,8,0.775510204,519,0.857142857,1,0.842105263,0.375,1,6,33.13333333,5,1.8667,1
jEdit,4.2,org.gjt.sp.jedit.options.EditingOptionPane,14,6,0,10,56,35,2,10,1,0.538461538,708,1.0,3,0.980938416,0.5,1,3,48.21428571,3,1.3571,0
jEdit,4.2,bsh.ReflectManager,4,1,1,4,12,6,3,1,4,0.666666667,37,1.0,1,0.0,0.5,0,0,8.0,1,0.75,0
jEdit,4.2,org.gjt.sp.jedit.EditPane,25,5,0,39,156,134,26,23,15,0.7666666670000001,936,0.7,5,0.9659763309999999,0.172619048,1,2,36.04,29,3.04,0
jEdit,4.2,org.gjt.sp.jedit.gui.FilesChangedDialog,15,7,0,8,87,71,4,8,3,0.7767857140000001,726,1.0,1,0.979104478,0.24,0,0,46.86666667,12,2.0667,0
jEdit,4.2,bsh.BSHEnhancedForStatement,2,2,0,15,24,1,1,14,1,1.0,177,0.0,0,0.947368421,0.625,1,1,87.0,4,2.0,0
jEdit,4.2,org.gjt.sp.jedit.PerspectiveManager,6,1,0,13,45,11,5,10,5,0.8,545,0.5,0,0.0,0.27777777800000003,0,0,89.5,20,5.8333,2
jEdit,4.2,org.gjt.sp.jedit.gui.AboutDialog,3,7,0,5,27,3,1,5,3,1.0,111,1.0,0,0.996960486,0.666666667,0,0,35.66666667,1,0.6667,0
jEdit,4.2,org.gjt.sp.jedit.buffer.KillRing,9,1,0,10,55,14,3,9,4,0.675,607,0.2,1,0.0,0.13888888900000002,0,0,65.88888889,12,5.7778,2
